Disaster Nbr,Disaster Type,Disaster Name,State,Service Office,Declaration Dt,Declaration FY,Deadline Dt,Rec Created Dt,Declaration Type Cd
12411C,C,Severe Storms and a Tornado,MD,9050,12/9/10,2011,2/7/11,11/22/10 0:00,A
12412C,C,Severe Storms and a Tornado - EIDL,MD,9050,12/9/10,2011,2/7/11,11/22/10 0:00,A
124131,1,Drought and Excessive Heat,TN,9050,12/6/10,2011,,12/13/10 0:00,S
124141,1,Excessive Rain and Below Normal Temperatures,OR,9050,12/8/10,2011,,12/13/10 0:00,S
124151,1,Frost and Freezing Weather,MI,9050,12/8/10,2011,,12/13/10 0:00,S
124161,1,"Combined Effects of Various Severe Storms with Excessive Rain, High Winds, Hail, Tornadoes",MI,9050,12/8/10,2011,,12/13/10 0:00,S
124171,1,"Drought and Excessive Heat, including Unseasonably Warm Late Winter and Early Sp",MI,9050,12/8/10,2011,,12/13/10 0:00,S
12418B,B,Tropical Storm Tomas,VI,9050,12/15/10,2011,2/14/11,11/12/10 0:00,A
12419B,B,Tropical Storm Tomas - EIDL,VI,9050,12/15/10,2011,2/14/11,11/12/10 0:00,A
124201,1,"Combined Effects of Frost, Freeze, High Winds, Hail, Excessive Snow, Excessive Rain, and C",NY,9050,12/17/10,2011,,12/21/10 0:00,S
124211,1,Excessive Rain,NY,9050,12/17/10,2011,,12/21/10 0:00,S
124221,1,Drought,NY,9050,12/17/10,2011,,12/21/10 0:00,S
124231,1,"Excessive Rain, Flooding, Flash Flooding, Hail, and High Winds",NY,9050,12/17/10,2011,,12/21/10 0:00,S
124241,1,"Excessive Rain, Flooding, and Flash Flooding",NY,9050,12/17/10,2011,,12/21/10 0:00,S
124251,1,Drought and Excessive Heat,AL,9050,12/17/10,2011,,12/21/10 0:00,S
124261,1,"Frosts, Freeze, and Hail",ID,9050,12/17/10,2011,,12/21/10 0:00,S
12427B,B,Severe Storms and Flooding - PA ONLY,AZ,9050,12/21/10,2011,2/21/11,12/22/10 0:00,P
12428B,B,Severe Storms and Flooding - PA ONLY - EIDL,AZ,9050,12/21/10,2011,2/21/11,12/22/10 0:00,P
12429B,B,Severe Storm - PA ONLY,VT,9050,12/22/10,2011,2/21/11,12/22/10 0:00,P
12430B,B,Severe Storm - PA ONLY - EIDL,VT,9050,12/22/10,2011,2/21/11,12/22/10 0:00,P
124311,1,Drought,ME,9050,12/17/10,2011,,12/21/10 0:00,S
124321,1,"Combined Effects - Excessive Snow, Frosts, Freezes, Excessive Rain, Flooding, Flash Flooding",ND,9050,12/27/10,2011,,1/5/11 0:00,S
124331,1,Drought,CA,9050,12/27/10,2011,,1/5/11 0:00,S
124341,1,"Combined Effects of Drought, Extreme Heat, and High Winds",OK,9050,12/27/10,2011,,1/5/11 0:00,S
124351,1,Drought,NV,9050,12/27/10,2011,,1/5/11 0:00,S
124361,1,"Combined Effects of Excessive Rain, Flooding, and Below Normal Temperatures",OR,9050,12/27/10,2011,,1/5/11 0:00,S
124371,1,Drought and Excessive Heat,VA,9050,12/27/10,2011,,1/5/11 0:00,S
124381,1,Weather Related Grasshopper Infestation,SD,9050,1/10/11,2011,,1/11/11 0:00,S
124391,1,"Excessive Rain, Flash Flooding, High Winds, Hail, a Tornado, and Weather Related",SD,9050,1/10/11,2011,,1/11/11 0:00,S
124401,1,"Combined Effects of Excessive Rain, Frosts, Freezes, Unseasonably Cold Weather, ",WA,9050,1/10/11,2011,,1/11/11 0:00,S
124411,1,Drought,IN,9050,1/14/11,2011,,1/20/11 0:00,S
124421,1,"Combined Effects of Frost, Excessive Heat, and Excessive Rain",NY,9050,1/14/11,2011,,1/20/11 0:00,S
124431,1,Drought,PA,9050,1/14/11,2011,,1/20/11 0:00,S
124441,1,"Drought, Extreme Heat, and Weather related Insect Infestations",SC,9050,1/14/11,2011,,1/20/11 0:00,S
124451,1,Excessive Heat,MA,9050,1/18/11,2011,,1/20/11 0:00,S
124461,1,Excessive Rain,MT,9050,1/18/11,2011,,1/20/11 0:00,S
124471,1,"Severe Storms with Excessive Rain, Flooding, Flash Flooding, Hail, High Winds, a",IA,9050,1/18/11,2011,,1/20/11 0:00,S
124481,1,"Combined Effects of Severe Storms with Excessive Rain, Flooding, Hailstorms, Hig",MN,9050,1/18/11,2011,,1/21/11 0:00,S
124495,5,Apartment Building Fire,PA,9050,1/25/11,2011,3/28/11,1/14/11 0:00,A
124505,5,Apartment Building Fire - EIDL,PA,9050,1/25/11,2011,3/28/11,1/14/11 0:00,A
124511,1,Drought,FL,9050,1/25/11,2011,,1/26/11 0:00,S
124521,1,Frosts and Freezes,FL,9050,1/25/11,2011,,1/26/11 0:00,S
124531,1,Drought,IL,9050,1/25/11,2011,,1/26/11 0:00,S
12454B,B,"Severe Storms, High Winds, Hail, and Tornadoes",MO,9050,1/28/11,2011,3/29/11,1/3/11 0:00,A
12455B,B,"Severe Storms, High Winds, Hail, and Tornadoes - EIDL",MO,9050,1/28/11,2011,3/29/11,1/3/11 0:00,A
12456B,B,"Severe Winter Storms, Flooding, and Debris and Mud Flows - PA ONLY",CA,9050,1/26/11,2011,3/28/11,1/27/11 0:00,P
12457B,B,"Severe Winter Storms, Flooding, and Debris and Mud Flows - PA ONLY - EIDL",CA,9050,1/26/11,2011,3/28/11,1/27/11 0:00,P
124581,1,"Combined Effects of Excessive Rain, Excessive Heat, and Drought",KS,9050,1/26/11,2011,,2/1/11 0:00,S
12459B,B,"Severe Winter Storms, Flooding, and Debris and Mud Flows",CA,9050,2/2/11,2011,4/4/11,12/30/10 0:00,A
12460B,B,"Severe Winter Storms, Flooding, and Debris and Mud Flows - EIDL",CA,9050,2/2/11,2011,4/4/11,12/30/10 0:00,A
12461B,B,Severe Storms and Flooding - PA ONLY,ME,9050,2/1/11,2011,4/4/11,2/2/11 0:00,P
12462B,B,Severe Storms and Flooding - PA ONLY - EIDL,ME,9050,2/1/11,2011,4/4/11,2/2/11 0:00,P
124631,1,Frosts and Freezes,FL,9050,2/2/11,2011,,2/4/11 0:00,S
124641,1,"Combined effects-Early Drought, followed by Cold, Wet Weather, Excessive Rainfall at Harvest",ID,9050,2/3/11,2011,,2/4/11 0:00,S
12465B,B,Severe Winter Storm and Snowstorm - PA ONLY,NJ,9050,2/4/11,2011,4/5/11,2/7/11 0:00,P
12466B,B,Severe Winter Storm and Snowstorm - PA ONLY - EIDL,NJ,9050,2/4/11,2011,4/5/11,2/7/11 0:00,P
124670,0,"Rainfall, Flooding and Flash Flooding",AZ,9050,2/7/11,2011,,2/4/11 0:00,G
12468B,B,Severe Winter Storms and Flooding - PA ONLY,UT,9050,2/11/11,2011,4/12/11,2/15/11 0:00,P
12469B,B,Severe Winter Storms and Flooding - PA ONLY - EIDL,UT,9050,2/11/11,2011,4/12/11,2/15/11 0:00,P
124701,1,Drought and Excessive Heat,TN,9050,2/15/11,2011,,2/16/11 0:00,S
124711,1,"Combined Effects-Excessive Rain, Flooding, Flash Flooding, and High Winds, assoc",TX,9050,2/16/11,2011,,2/17/11 0:00,S
124721,1,Drought,TX,9050,2/16/11,2011,,2/17/11 0:00,S
124731,1,Excessive Heat,TX,9050,2/16/11,2011,,2/17/11 0:00,S
124741,1,"Hail, High Winds, and Tornadoes",TX,9050,2/16/11,2011,,2/17/11 0:00,S
124751,1,Flash Flooding,TX,9050,2/16/11,2011,,2/17/11 0:00,S
124761,1,Excessive Rain,TX,9050,2/16/11,2011,,2/17/11 0:00,S
12477B,B,"Severe Winter Storm, Flooding, Mudslides, Landslides, and Debris Flows - PA ONLY",OR,9050,2/17/11,2011,4/18/11,2/18/11 0:00,P
12478B,B,"Severe Winter Storm, Flooding, Mudslides, Landslides, and Debris Flows - PA ONLY - EIDL",OR,9050,2/17/11,2011,4/18/11,2/18/11 0:00,P
12479B,B,Severe Winter Storm and Snowstorm - PA ONLY,NY,9050,2/18/11,2011,4/19/11,2/22/11 0:00,P
12480B,B,Severe Winter Storm and Snowstorm - PA ONLY - EIDL,NY,9050,2/18/11,2011,4/19/11,2/22/11 0:00,P
12481B,B,Snowstorm - PA ONLY,CT,9050,3/3/11,2011,5/2/11,3/4/11 0:00,P
12482B,B,Snowstorm - PA ONLY - EIDL,CT,9050,3/3/11,2011,5/2/11,3/4/11 0:00,P
124831,1,Drought,MS,9050,2/28/11,2011,,3/4/11 0:00,S
12484B,B,Severe Winter Storm and Snowstorm - PA ONLY,MA,9050,3/7/11,2011,5/6/11,3/8/11 0:00,P
12485B,B,Severe Winter Storm and Snowstorm - PA ONLY - EIDL,MA,9050,3/7/11,2011,5/6/11,3/8/11 0:00,P
124865,5,Texas Panhandle Wildfires,TX,9050,3/14/11,2011,5/13/11,3/3/11 0:00,A
124875,5,Texas Panhandle Wildfires - EIDL,TX,9050,3/14/11,2011,5/13/11,3/3/11 0:00,A
124881,1,Freezing Temperatures,CA,9050,3/9/11,2011,,3/14/11 0:00,S
124891,1,Excessive Rain,TX,9050,3/10/11,2011,,3/14/11 0:00,S
124905,5,Garden Breeze Apartment Complex Fire,CA,9050,3/16/11,2011,5/16/11,2/25/11 0:00,A
124915,5,Garden Breeze Apartment Complex Fire - EIDL,CA,9050,3/16/11,2011,5/16/11,2/25/11 0:00,A
124926,6,Severe Storms and Flooding,OH,9050,3/18/11,2011,5/17/11,3/14/11 0:00,A
124936,6,Severe Storms and Flooding - EIDL,OH,9050,3/18/11,2011,5/17/11,3/14/11 0:00,A
124941,1,Heavy Snow and Freezing Temperatures,CA,9050,3/16/11,2011,,3/18/11 0:00,S
12495B,B,Severe Winter Storm and Snowstorm - PA ONLY,IL,9050,3/17/11,2011,5/16/11,3/18/11 0:00,P
12496B,B,Severe Winter Storm and Snowstorm - PA ONLY - EIDL,IL,9050,3/17/11,2011,5/16/11,3/18/11 0:00,P
124976,6,Severe Storms and Flooding,TN,9050,3/23/11,2011,5/23/11,3/8/11 0:00,A
124986,6,Severe Storms and Flooding - EIDL,TN,9050,3/23/11,2011,5/23/11,3/8/11 0:00,A
124996,6,"Severe Storms, Snowmelt and Flooding",IN,9050,3/24/11,2011,5/23/11,3/17/11 0:00,A
125006,6,"Severe Storms, Snowmelt and Flooding - EIDL",IN,9050,3/24/11,2011,5/23/11,3/17/11 0:00,A
12501B,B,Severe Winter Storm and Snowstorm - PA ONLY,MO,9050,3/23/11,2011,5/23/11,3/23/11 0:00,P
12502B,B,Severe Winter Storm and Snowstorm - PA ONLY - EIDL,MO,9050,3/23/11,2011,5/23/11,3/23/11 0:00,P
12503E,E,Honshu Tsunami,HI,9050,3/29/11,2011,5/31/11,3/21/11 0:00,A
12504E,E,Honshu Tsunami - EIDL,HI,9050,3/29/11,2011,5/31/11,3/21/11 0:00,A
12505E,E,Honshu Tsunami,CA,9050,3/29/11,2011,5/31/11,3/15/11 0:00,A
12506E,E,Honshu Tsunami - EIDL,CA,9050,3/29/11,2011,5/31/11,3/15/11 0:00,A
12507B,B,Severe Winter Storm and Extreme Cold Temperatures,NM,9050,3/24/11,2011,5/23/11,3/28/11 0:00,P
12508B,B,Severe Winter Storm and Extreme Cold Temperatures - PA ONLY - EIDL,NM,9050,3/24/11,2011,5/23/11,3/28/11 0:00,P
12509E,E,Tsunami Wave Surge,OR,9050,3/25/11,2011,5/24/11,3/28/11 0:00,P
12510E,E,Tsunami Wave Surge - PA ONLY - EIDL,OR,9050,3/25/11,2011,5/24/11,3/28/11 0:00,P
12511B,B,"Severe Winter Storm, Flooding, Landslides, and Mudslides",WA,9050,3/25/11,2011,5/24/11,3/28/11 0:00,P
12512B,B,"Severe Winter Storm, Flooding, Landslides, and Mudslides - PA ONLY - EIDL",WA,9050,3/25/11,2011,5/24/11,3/28/11 0:00,P
125130,0,Salmon Fishery Closure 2010 Season,CA,9050,3/31/11,2011,,3/25/11 0:00,G
125145,5,Center Fire,CA,9050,4/5/11,2011,6/6/11,3/22/11 0:00,A
125155,5,Center Fire - EIDL,CA,9050,4/5/11,2011,6/6/11,3/22/11 0:00,A
12517B,B,"Severe Storms, Tornadoes, and Flooding - PA ONLY",TN,9050,4/1/11,2011,5/31/11,4/1/11 0:00,P
12518B,B,"Severe Storms, Tornadoes, and Flooding - PA ONLY - EIDL",TN,9050,4/1/11,2011,5/31/11,4/1/11 0:00,P
12519C,C,"Severe Storms, Flooding and Tornadoes",FL,9050,4/7/11,2011,6/6/11,4/4/11 0:00,A
12520C,C,"Severe Storms, Flooding and Tornadoes - EIDL",FL,9050,4/7/11,2011,6/6/11,4/4/11 0:00,A
125211,1,Drought,TX,9050,4/4/11,2011,,4/6/11 0:00,S
125221,1,Drought,FL,9050,4/4/11,2011,,4/6/11 0:00,S
125231,1,Drought,FL,9050,4/5/11,2011,,4/6/11 0:00,S
12524B,B,Severe Winter Storm and Snowstorm - PA ONLY,WI,9050,4/5/11,2011,6/6/11,4/6/11 0:00,P
12525B,B,Severe Winter Storm and Snowstorm - PA ONLY - EIDL,WI,9050,4/5/11,2011,6/6/11,4/6/11 0:00,P
12526E,E,Tsunami Waves - PA ONLY,HI,9050,4/8/11,2011,6/7/11,4/11/11 0:00,P
12527E,E,Tsunami Waves - PA ONLY - EIDL,HI,9050,4/8/11,2011,6/7/11,4/11/11 0:00,P
125281,1,Freeze and Extreme Cold,NY,9050,4/12/11,2011,,4/15/11 0:00,S
125290,0,Severe Snow Storms,OK,9050,4/19/11,2011,,4/15/11 0:00,G
12530B,B,"Severe Storms, Tornadoes, and Flooding",NC,9050,4/19/11,2011,6/20/11,4/18/11 0:00,P
12531B,B,"Severe Storms, Tornadoes, and Flooding - EIDL",NC,9050,4/19/11,2011,6/20/11,4/18/11 0:00,P
12532B,B,"Severe Storms, Tornadoes and Flooding - PA ONLY",NC,9050,4/19/11,2011,6/20/11,4/20/11 0:00,P
12533B,B,"Severe Storms, Tornadoes and Flooding - PA ONLY - EIDL",NC,9050,4/19/11,2011,6/20/11,4/20/11 0:00,P
12534B,B,March 2011 Statewide Storms,CA,9050,4/26/11,2011,6/27/11,4/7/11 0:00,A
12535B,B,March 2011 Statewide Storms - EIDL,CA,9050,4/26/11,2011,6/27/11,4/7/11 0:00,A
12536B,B,"Severe Storms, Tornadoes, and Straight-line Winds",OK,9050,4/22/11,2011,6/21/11,4/15/11 0:00,P
12537B,B,"Severe Storms, Tornadoes, and Straight-line Winds - EIDL",OK,9050,4/22/11,2011,6/21/11,4/15/11 0:00,P
125385,5,Rock House Wildfire,TX,9050,4/26/11,2011,6/27/11,4/13/11 0:00,A
125395,5,Rock House Wildfire - EIDL,TX,9050,4/26/11,2011,6/27/11,4/13/11 0:00,A
125400,0,Compadres Mall Fire,GU,9050,4/27/11,2011,,3/24/11 0:00,G
12541C,C,Severe Storms and Tornadoes,IA,9050,5/4/11,2011,7/5/11,4/14/11 0:00,A
12542C,C,Severe Storms and Tornadoes - EIDL,IA,9050,5/4/11,2011,7/5/11,4/14/11 0:00,A
12543B,B,Severe Weather and a Tornado,LA,9050,5/4/11,2011,7/5/11,4/11/11 0:00,A
12544B,B,Severe Weather and a Tornado - EIDL,LA,9050,5/4/11,2011,7/5/11,4/11/11 0:00,A
12545C,C,"Severe Storms, Tornadoes, Straight-line Winds, and Flooding",AL,9050,4/28/11,2011,6/27/11,4/29/11 0:00,P
12546C,C,"Severe Storms, Tornadoes, Straight-line Winds, and Flooding - EIDL",AL,9050,4/28/11,2011,6/27/11,4/29/11 0:00,P
125470,0,Southbury Main Street Fire,CT,9050,5/4/11,2011,,4/29/11 0:00,G
12548C,C,"Severe Storms, Tornadoes, Straight-line Winds, and Associated Flooding",MS,9050,4/29/11,2011,6/28/11,4/18/11 0:00,P
12549C,C,"Severe Storms, Tornadoes, Straight-line Winds, and Associated Flooding - EIDL",MS,9050,4/29/11,2011,6/28/11,4/18/11 0:00,P
12550C,C,"Severe Storms, Tornadoes, Straight-line Winds, and Associated Flooding - PA ONLY",MS,9050,4/29/11,2011,6/28/11,4/30/11 0:00,P
12551C,C,"Severe Storms, Tornadoes, Straight-line Winds, and Associated Flooding - PA ONLY - EIDL",MS,9050,4/29/11,2011,6/28/11,4/30/11 0:00,P
12552C,C,"Severe Storms, Tornadoes, Straight-line Winds, and Associated Flooding",GA,9050,4/29/11,2011,6/28/11,4/29/11 0:00,P
12553C,C,"Severe Storms, Tornadoes, Straight-line Winds, and Associated Flooding - EIDL",GA,9050,4/29/11,2011,6/28/11,4/29/11 0:00,P
12554C,C,"Severe Storms, Tornadoes, Straight-line Winds, and Associated Flooding - PA ONLY",GA,9050,4/29/11,2011,6/28/11,4/30/11 0:00,P
12555C,C,"Severe Storms, Tornadoes, Straight-line Winds, and Associated Flooding - PA ONLY - EIDL",GA,9050,4/29/11,2011,6/28/11,4/30/11 0:00,P
12556C,C,"Severe Storms, Tornadoes, Straight-line Winds, and Associated Flooding",TN,9050,5/1/11,2011,6/30/11,4/29/11 0:00,P
12557C,C,"Severe Storms, Tornadoes, Straight-line Winds, and Associated Flooding - EIDL",TN,9050,5/1/11,2011,6/30/11,4/29/11 0:00,P
12558C,C,"Severe Storms, Tornadoes, Straight-line Winds, and Associated Flooding - PA ONLY",TN,9050,5/1/11,2011,6/30/11,5/2/11 0:00,P
12559C,C,"Severe Storms, Tornadoes, Straight-line Winds, and Associated Flooding  - PA ONLY - EIDL",TN,9050,5/1/11,2011,6/30/11,5/2/11 0:00,P
12560B,B,"Severe Storms, Tornadoes, and Associated Flooding",AR,9050,5/2/11,2011,7/1/11,5/3/11 0:00,P
12561B,B,"Severe Storms, Tornadoes, and Associated Flooding - EIDL",AR,9050,5/2/11,2011,7/1/11,5/3/11 0:00,P
12562B,B,"Severe Storms, Tornadoes , and Associated Flooding - PA ONLY",AR,9050,5/2/11,2011,7/1/11,5/3/11 0:00,P
12563B,B,"Severe Storms, Tornadoes , and Associated Flooding - PA ONLY - EIDL",AR,9050,5/2/11,2011,7/1/11,5/3/11 0:00,P
125645,5,Wichita County Complex Wildfires,TX,9050,5/9/11,2011,7/8/11,4/29/11 0:00,A
125655,5,Wichita County Complex Wildfires - EIDL,TX,9050,5/9/11,2011,7/8/11,4/29/11 0:00,A
12566C,C,"Severe Storms, Tornadoes, and Flooding - PA ONLY",KY,9050,5/4/11,2011,7/5/11,5/9/11 0:00,P
12567C,C,"Severe Storms, Tornadoes, and Flooding - PA ONLY - EIDL",KY,9050,5/4/11,2011,7/5/11,5/9/11 0:00,P
12568C,C,"Severe Storms, Tornadoes, and Straight-line Winds - PA ONLY",IA,9050,5/5/11,2011,7/5/11,5/9/11 0:00,P
12569C,C,"Severe Storms, Tornadoes, and Straight-line Winds - PA ONLY - EIDL",IA,9050,5/5/11,2011,7/5/11,5/9/11 0:00,P
12570B,B,"Severe Storms, Flooding, Tornadoes, and Straight-line Winds - PA ONLY",TN,9050,5/9/11,2011,7/8/11,5/10/11 0:00,P
12571B,B,"Severe Storms, Flooding, Tornadoes, and Straight-line Winds - PA ONLY - EIDL",TN,9050,5/9/11,2011,7/8/11,5/10/11 0:00,P
12572C,C,"Severe Storms, Tornadoes, Straight-line, Winds, and Flooding",TN,9050,5/9/11,2011,7/8/11,5/9/11 0:00,P
12573C,C,"Severe Storms, Tornadoes, Straight-line, Winds, and Flooding - EIDL",TN,9050,5/9/11,2011,7/8/11,5/9/11 0:00,P
12574C,C,"Severe Storms, Tornadoes, Straight-line, Winds, and Flooding - PA ONLY",TN,9050,5/9/11,2011,7/8/11,5/10/11 0:00,P
12575C,C,"Severe Storms, Tornadoes, Straight-line, Winds, and Flooding - PA ONLY - EIDL",TN,9050,5/9/11,2011,7/8/11,5/10/11 0:00,P
12576B,B,"Severe Storms, Tornadoes, and Flooding",MO,9050,5/9/11,2011,7/8/11,4/25/11 0:00,P
12577B,B,"Severe Storms, Tornadoes, and Flooding - EIDL",MO,9050,5/9/11,2011,7/8/11,4/25/11 0:00,P
12578B,B,"Severe Storms, Tornadoes, and Flooding - PA ONLY",MO,9050,5/9/11,2011,7/8/11,5/10/11 0:00,P
12579B,B,"Severe Storms, Tornadoes, and Flooding - PA ONLY - EIDL",MO,9050,5/9/11,2011,7/8/11,5/10/11 0:00,P
125806,6,Flooding,MS,9050,5/11/11,2011,7/11/11,5/12/11 0:00,P
125816,6,Flooding - EIDL,MS,9050,5/11/11,2011,7/11/11,5/12/11 0:00,P
12582C,C,Tornado,LA,9050,5/17/11,2011,7/18/11,3/7/11 0:00,A
12583C,C,Tornado - EIDL,LA,9050,5/17/11,2011,7/18/11,3/7/11 0:00,A
125866,6,Flooding - PA ONLY,ND,9050,5/10/11,2011,7/11/11,5/13/11 0:00,P
125876,6,Flooding - PA ONLY - EIDL,ND,9050,5/10/11,2011,7/11/11,5/13/11 0:00,P
12588B,B,Severe Storms and Flooding - PA ONLY,MN,9050,5/10/11,2011,7/11/11,5/13/11 0:00,P
12589B,B,Severe Storms and Flooding - PA ONLY - EIDL,MN,9050,5/10/11,2011,7/11/11,5/13/11 0:00,P
125906,6,Flooding - PA ONLY,SD,9050,5/13/11,2011,7/12/11,5/16/11 0:00,P
125916,6,Flooding - PA ONLY - EIDL,SD,9050,5/13/11,2011,7/12/11,5/16/11 0:00,P
12592B,B,Severe Winter Storm and Snowstorm - PA ONLY,OK,9050,5/13/11,2011,7/12/11,5/16/11 0:00,P
12593B,B,Severe Winter Storm and Snowstorm - PA ONLY - EIDL,OK,9050,5/13/11,2011,7/12/11,5/16/11 0:00,P
125946,6,Flooding,PA,9050,5/18/11,2011,7/18/11,5/10/11 0:00,A
125956,6,Flooding - EIDL,PA,9050,5/18/11,2011,7/18/11,5/10/11 0:00,A
125961,1,"Drought and Related Disasters, including Wildfires and High Winds",KS,9050,5/10/11,2011,,5/17/11 0:00,S
125975,5,Apartment Building Fire,MA,9050,5/19/11,2011,7/18/11,5/6/11 0:00,A
125985,5,Apartment Building Fire - EIDL,MA,9050,5/19/11,2011,7/18/11,5/6/11 0:00,A
12599B,B,"Severe Storms, Tornadoes, and Flooding",KY,9050,5/19/11,2011,7/18/11,5/20/11 0:00,P
12600B,B,"Severe Storms, Tornadoes, and Flooding - EIDL",KY,9050,5/19/11,2011,7/18/11,5/20/11 0:00,P
12601B,B,Severe Winter Storm - PA ONLY,ND,9050,5/20/11,2011,7/19/11,5/20/11 0:00,P
12602B,B,Severe Winter Storm - PA ONLY - EIDL,ND,9050,5/20/11,2011,7/19/11,5/20/11 0:00,P
126036,6,"Flooding, Landslides, and Mudslides - PA ONLY",ID,9050,5/20/11,2011,7/19/11,5/20/11 0:00,P
126046,6,"Flooding, Landslides, and Mudslides - PA ONLY - EIDL",ID,9050,5/20/11,2011,7/19/11,5/20/11 0:00,P
12605B,B,"Severe Storms, Tornadoes, and Straight-line Winds - PA ONLY",OK,9050,5/6/11,2011,7/5/11,5/23/11 0:00,P
12606B,B,"Severe Storms, Tornadoes, and Straight-line Winds - PA ONLY - EIDL",OK,9050,5/6/11,2011,7/5/11,5/23/11 0:00,P
12607C,C,Reading Tornadoes,KS,9050,5/27/11,2011,7/26/11,5/23/11 0:00,A
12608C,C,Reading Tornadoes - EIDL,KS,9050,5/27/11,2011,7/26/11,5/23/11 0:00,A
126096,6,Severe Storms and Flooding,OH,9050,6/2/11,2011,8/1/11,5/24/11 0:00,A
126106,6,Severe Storms and Flooding - EIDL,OH,9050,6/2/11,2011,8/1/11,5/24/11 0:00,A
12611B,B,Severe Storms and Flooding - PA ONLY,OK,9050,5/27/11,2011,7/26/11,5/31/11 0:00,P
12612B,B,Severe Storms and Flooding - PA ONLY - EIDL,OK,9050,5/27/11,2011,7/26/11,5/31/11 0:00,P
12613B,B,"Severe Weather, Flash Flooding and Tornadoes",LA,9050,6/2/11,2011,8/1/11,5/16/11 0:00,A
12614B,B,"Severe Weather, Flash Flooding and Tornadoes - EIDL",LA,9050,6/2/11,2011,8/1/11,5/16/11 0:00,A
12615B,B,"Severe Storms, Tornadoes, Straight-line Winds, and Flooding",OK,9050,6/6/11,2011,8/5/11,5/26/11 0:00,P
12616B,B,"Severe Storms, Tornadoes, Straight-line Winds, and Flooding - EIDL",OK,9050,6/6/11,2011,8/5/11,5/26/11 0:00,P
126176,6,Severe Storms and Flooding,IL,9050,6/7/11,2011,8/8/11,5/10/11 0:00,P
126186,6,Severe Storms and Flooding - EIDL,IL,9050,6/7/11,2011,8/8/11,5/10/11 0:00,P
126190,0,February Freeze,NM,9050,6/10/11,2011,,2/9/11 0:00,G
12620B,B,Severe Storms and Tornadoes - PA ONLY,MN,9050,6/7/11,2011,8/8/11,6/8/11 0:00,P
12621B,B,Severe Storms and Tornadoes - PA ONLY - EIDL,MN,9050,6/7/11,2011,8/8/11,6/8/11 0:00,P
126221,1,"Drought and related disasters, including High Winds and Wildfires",NM,9050,6/4/11,2011,,6/10/11 0:00,S
126231,1,"Severe Storms, Excessive Rainfall, and Severe Flooding",KY,9050,6/4/11,2011,,6/10/11 0:00,S
126246,6,Severe Storms and Flooding,NJ,9050,6/14/11,2011,8/15/11,3/14/11 0:00,A
126256,6,Severe Storms and Flooding - EIDL,NJ,9050,6/14/11,2011,8/15/11,3/14/11 0:00,A
126266,6,Severe Storms and Flooding,NJ,9050,6/14/11,2011,8/15/11,5/25/11 0:00,A
126276,6,Severe Storms and Flooding - EIDL,NJ,9050,6/14/11,2011,8/15/11,5/25/11 0:00,A
126286,6,Flash Flooding,KS,9050,6/14/11,2011,8/15/11,6/6/11 0:00,A
126296,6,Flash Flooding - EIDL,KS,9050,6/14/11,2011,8/15/11,6/6/11 0:00,A
126306,6,Severe Storms and Flooding - PA ONLY,IL,9050,6/10/11,2011,8/9/11,6/13/11 0:00,P
126316,6,Severe Storms and Flooding - PA ONLY - EIDL,IL,9050,6/10/11,2011,8/9/11,6/13/11 0:00,P
126326,6,Ice Jam and Flooding - PA ONLY,AK,9050,6/10/11,2011,8/9/11,6/13/11 0:00,P
126336,6,Ice Jam and Flooding - PA ONLY - EIDL,AK,9050,6/10/11,2011,8/9/11,6/13/11 0:00,P
12634B,B,"Severe Storms, Flooding, Tornadoes, and Straight-line Winds - PA ONLY",NY,9050,6/10/11,2011,8/9/11,6/13/11 0:00,P
12635B,B,"Severe Storms, Flooding, Tornadoes, and Straight-line Winds - PA ONLY - EIDL",NY,9050,6/10/11,2011,8/9/11,6/13/11 0:00,P
126361,1,"Excessive Rain, High Winds, and Flooding",MO,9050,6/9/11,2011,,6/14/11 0:00,S
12637B,B,Severe Storms and Tornadoes,MA,9050,6/15/11,2011,8/15/11,6/15/11 0:00,P
12638B,B,Severe Storms and Tornadoes - EIDL,MA,9050,6/15/11,2011,8/15/11,6/15/11 0:00,P
12639B,B,Severe Storms and Tornadoes - PA ONLY,MA,9050,6/15/11,2011,8/15/11,6/15/11 0:00,P
12640B,B,Severe Storms and Tornadoes - PA ONLY - EIDL,MA,9050,6/15/11,2011,8/15/11,6/15/11 0:00,P
12641B,B,Severe Storms and Flooding,VT,9050,6/15/11,2011,8/15/11,6/16/11 0:00,P
12642B,B,Severe Storms and Flooding - EIDL,VT,9050,6/15/11,2011,8/15/11,6/16/11 0:00,P
12643B,B,Severe Storms and Flooding - PA ONLY,VT,9050,6/15/11,2011,8/15/11,6/16/11 0:00,P
12644B,B,Severe Storms and Flooding - PA ONLY - EIDL,VT,9050,6/15/11,2011,8/15/11,6/16/11 0:00,P
12645B,B,Severe Storms and Flooding - PA ONLY,MT,9050,6/17/11,2011,8/16/11,6/20/11 0:00,P
12646B,B,Severe Storms and Flooding - PA ONLY - EIDL,MT,9050,6/17/11,2011,8/16/11,6/20/11 0:00,P
12647B,B,"Severe Storms, Tornadoes, Straight-line Winds, and Flooding - PA ONLY",OK,9050,6/21/11,2011,8/22/11,6/22/11 0:00,P
